"","activity","gender","year","age_group","amount"
"4750","child, adolescent and family team","Female",2008,"75–79",2
"4751","child, adolescent and family team","Female",2008,"80–84",0
"4752","child, adolescent and family team","Female",2008,"85+",2
"4753","forensic team","Male",2008,"0–4",0
"4754","forensic team","Male",2008,"5–9",0
"4755","forensic team","Male",2008,"10–14",43
"4756","forensic team","Male",2008,"15–19",444
"4757","forensic team","Male",2008,"20–24",573
"4758","forensic team","Male",2008,"25–29",512
"4759","forensic team","Male",2008,"30–34",509
"4760","forensic team","Male",2008,"35–39",514
"4761","forensic team","Male",2008,"40–44",402
"4762","forensic team","Male",2008,"45–49",261
"4763","forensic team","Male",2008,"50–54",167
"4764","forensic team","Male",2008,"55–59",53
"4765","forensic team","Male",2008,"60–64",30
"4766","forensic team","Male",2008,"65–69",16
"4767","forensic team","Male",2008,"70–74",10
"4768","forensic team","Male",2008,"75–79",3
"4769","forensic team","Male",2008,"80–84",1
"4770","forensic team","Male",2008,"85+",1
"4771","forensic team","Female",2008,"0–4",0
"4772","forensic team","Female",2008,"5–9",1
"4773","forensic team","Female",2008,"10–14",15
"4774","forensic team","Female",2008,"15–19",91
"4775","forensic team","Female",2008,"20–24",123
"4776","forensic team","Female",2008,"25–29",98
"4777","forensic team","Female",2008,"30–34",101
"4778","forensic team","Female",2008,"35–39",107
"4779","forensic team","Female",2008,"40–44",82
"4780","forensic team","Female",2008,"45–49",63
"4781","forensic team","Female",2008,"50–54",48
"4782","forensic team","Female",2008,"55–59",20
"4783","forensic team","Female",2008,"60–64",6
"4784","forensic team","Female",2008,"65–69",4
"4785","forensic team","Female",2008,"70–74",0
"4786","forensic team","Female",2008,"75–79",0
"4787","forensic team","Female",2008,"80–84",0
"4788","forensic team","Female",2008,"85+",0
"4789","kaupapa māori team","Male",2008,"0–4",9
"4790","kaupapa māori team","Male",2008,"5–9",165
"4791","kaupapa māori team","Male",2008,"10–14",260
"4792","kaupapa māori team","Male",2008,"15–19",225
"4793","kaupapa māori team","Male",2008,"20–24",254
"4794","kaupapa māori team","Male",2008,"25–29",266
"4795","kaupapa māori team","Male",2008,"30–34",257
"4796","kaupapa māori team","Male",2008,"35–39",248
"4797","kaupapa māori team","Male",2008,"40–44",223
"4798","kaupapa māori team","Male",2008,"45–49",151
"4799","kaupapa māori team","Male",2008,"50–54",85
"4800","kaupapa māori team","Male",2008,"55–59",43
"4801","kaupapa māori team","Male",2008,"60–64",34
"4802","kaupapa māori team","Male",2008,"65–69",33
"4803","kaupapa māori team","Male",2008,"70–74",28
"4804","kaupapa māori team","Male",2008,"75–79",23
"4805","kaupapa māori team","Male",2008,"80–84",13
"4806","kaupapa māori team","Male",2008,"85+",12
"4807","kaupapa māori team","Female",2008,"0–4",4
"4808","kaupapa māori team","Female",2008,"5–9",36
"4809","kaupapa māori team","Female",2008,"10–14",118
"4810","kaupapa māori team","Female",2008,"15–19",241
"4811","kaupapa māori team","Female",2008,"20–24",162
"4812","kaupapa māori team","Female",2008,"25–29",212
"4813","kaupapa māori team","Female",2008,"30–34",201
"4814","kaupapa māori team","Female",2008,"35–39",251
"4815","kaupapa māori team","Female",2008,"40–44",213
"4816","kaupapa māori team","Female",2008,"45–49",171
"4817","kaupapa māori team","Female",2008,"50–54",107
"4818","kaupapa māori team","Female",2008,"55–59",75
"4819","kaupapa māori team","Female",2008,"60–64",37
"4820","kaupapa māori team","Female",2008,"65–69",36
"4821","kaupapa māori team","Female",2008,"70–74",29
"4822","kaupapa māori team","Female",2008,"75–79",24
"4823","kaupapa māori team","Female",2008,"80–84",30
"4824","kaupapa māori team","Female",2008,"85+",29
"4825","pacific island team","Male",2008,"0–4",3
"4826","pacific island team","Male",2008,"5–9",7
"4827","pacific island team","Male",2008,"10–14",24
"4828","pacific island team","Male",2008,"15–19",128
"4829","pacific island team","Male",2008,"20–24",117
"4830","pacific island team","Male",2008,"25–29",154
"4831","pacific island team","Male",2008,"30–34",150
"4832","pacific island team","Male",2008,"35–39",129
"4833","pacific island team","Male",2008,"40–44",106
"4834","pacific island team","Male",2008,"45–49",61
"4835","pacific island team","Male",2008,"50–54",45
"4836","pacific island team","Male",2008,"55–59",22
"4837","pacific island team","Male",2008,"60–64",15
"4838","pacific island team","Male",2008,"65–69",16
"4839","pacific island team","Male",2008,"70–74",5
"4840","pacific island team","Male",2008,"75–79",2
"4841","pacific island team","Male",2008,"80–84",1
"4842","pacific island team","Male",2008,"85+",3
"4843","pacific island team","Female",2008,"0–4",1
"4844","pacific island team","Female",2008,"5–9",2
"4845","pacific island team","Female",2008,"10–14",13
"4846","pacific island team","Female",2008,"15–19",48
"4847","pacific island team","Female",2008,"20–24",46
"4848","pacific island team","Female",2008,"25–29",57
"4849","pacific island team","Female",2008,"30–34",50
"4850","pacific island team","Female",2008,"35–39",73
"4851","pacific island team","Female",2008,"40–44",68
"4852","pacific island team","Female",2008,"45–49",44
"4853","pacific island team","Female",2008,"50–54",21
"4854","pacific island team","Female",2008,"55–59",14
"4855","pacific island team","Female",2008,"60–64",17
"4856","pacific island team","Female",2008,"65–69",7
"4857","pacific island team","Female",2008,"70–74",4
"4858","pacific island team","Female",2008,"75–79",1
"4859","pacific island team","Female",2008,"80–84",1
"4860","pacific island team","Female",2008,"85+",1
"4861","residential team","Male",2008,"0–4",0
"4862","residential team","Male",2008,"5–9",0
"4863","residential team","Male",2008,"10–14",0
"4864","residential team","Male",2008,"15–19",2
"4865","residential team","Male",2008,"20–24",1
"4866","residential team","Male",2008,"25–29",3
"4867","residential team","Male",2008,"30–34",5
"4868","residential team","Male",2008,"35–39",4
"4869","residential team","Male",2008,"40–44",7
"4870","residential team","Male",2008,"45–49",15
"4871","residential team","Male",2008,"50–54",18
"4872","residential team","Male",2008,"55–59",8
"4873","residential team","Male",2008,"60–64",14
"4874","residential team","Male",2008,"65–69",5
"4875","residential team","Male",2008,"70–74",1
"4876","residential team","Male",2008,"75–79",0
"4877","residential team","Male",2008,"80–84",1
"4878","residential team","Male",2008,"85+",0
"4879","residential team","Female",2008,"0–4",0
"4880","residential team","Female",2008,"5–9",0
"4881","residential team","Female",2008,"10–14",0
"4882","residential team","Female",2008,"15–19",0
"4883","residential team","Female",2008,"20–24",1
"4884","residential team","Female",2008,"25–29",1
"4885","residential team","Female",2008,"30–34",1
"4886","residential team","Female",2008,"35–39",3
"4887","residential team","Female",2008,"40–44",1
"4888","residential team","Female",2008,"45–49",7
"4889","residential team","Female",2008,"50–54",2
"4890","residential team","Female",2008,"55–59",3
"4891","residential team","Female",2008,"60–64",7
"4892","residential team","Female",2008,"65–69",2
"4893","residential team","Female",2008,"70–74",0
"4894","residential team","Female",2008,"75–79",0
"4895","residential team","Female",2008,"80–84",0
"4896","residential team","Female",2008,"85+",0
"4897","community skills enhancement team","Male",2008,"0–4",0
"4898","community skills enhancement team","Male",2008,"5–9",1
"4899","community skills enhancement team","Male",2008,"10–14",0
"4900","community skills enhancement team","Male",2008,"15–19",15
"4901","community skills enhancement team","Male",2008,"20–24",22
"4902","community skills enhancement team","Male",2008,"25–29",25
"4903","community skills enhancement team","Male",2008,"30–34",47
"4904","community skills enhancement team","Male",2008,"35–39",62
"4905","community skills enhancement team","Male",2008,"40–44",52
"4906","community skills enhancement team","Male",2008,"45–49",37
"4907","community skills enhancement team","Male",2008,"50–54",46
"4908","community skills enhancement team","Male",2008,"55–59",27
"4909","community skills enhancement team","Male",2008,"60–64",14
"4910","community skills enhancement team","Male",2008,"65–69",2
"4911","community skills enhancement team","Male",2008,"70–74",6
"4912","community skills enhancement team","Male",2008,"75–79",3
"4913","community skills enhancement team","Male",2008,"80–84",1
"4914","community skills enhancement team","Male",2008,"85+",0
"4915","community skills enhancement team","Female",2008,"0–4",0
"4916","community skills enhancement team","Female",2008,"5–9",1
"4917","community skills enhancement team","Female",2008,"10–14",0
"4918","community skills enhancement team","Female",2008,"15–19",7
"4919","community skills enhancement team","Female",2008,"20–24",22
"4920","community skills enhancement team","Female",2008,"25–29",20
"4921","community skills enhancement team","Female",2008,"30–34",19
"4922","community skills enhancement team","Female",2008,"35–39",33
"4923","community skills enhancement team","Female",2008,"40–44",35
"4924","community skills enhancement team","Female",2008,"45–49",60
"4925","community skills enhancement team","Female",2008,"50–54",27
"4926","community skills enhancement team","Female",2008,"55–59",34
"4927","community skills enhancement team","Female",2008,"60–64",17
"4928","community skills enhancement team","Female",2008,"65–69",24
"4929","community skills enhancement team","Female",2008,"70–74",11
"4930","community skills enhancement team","Female",2008,"75–79",1
"4931","community skills enhancement team","Female",2008,"80–84",2
"4932","community skills enhancement team","Female",2008,"85+",3
"4933","alcohol and drug kaupapa māori team","Male",2008,"0–4",0
"4934","alcohol and drug kaupapa māori team","Male",2008,"5–9",1
"4935","alcohol and drug kaupapa māori team","Male",2008,"10–14",41
"4936","alcohol and drug kaupapa māori team","Male",2008,"15–19",164
"4937","alcohol and drug kaupapa māori team","Male",2008,"20–24",135
"4938","alcohol and drug kaupapa māori team","Male",2008,"25–29",129
"4939","alcohol and drug kaupapa māori team","Male",2008,"30–34",120
"4940","alcohol and drug kaupapa māori team","Male",2008,"35–39",148
"4941","alcohol and drug kaupapa māori team","Male",2008,"40–44",114
"4942","alcohol and drug kaupapa māori team","Male",2008,"45–49",58
"4943","alcohol and drug kaupapa māori team","Male",2008,"50–54",36
"4944","alcohol and drug kaupapa māori team","Male",2008,"55–59",26
"4945","alcohol and drug kaupapa māori team","Male",2008,"60–64",5
"4946","alcohol and drug kaupapa māori team","Male",2008,"65–69",3
"4947","alcohol and drug kaupapa māori team","Male",2008,"70–74",0
"4948","alcohol and drug kaupapa māori team","Male",2008,"75–79",0
"4949","alcohol and drug kaupapa māori team","Male",2008,"80–84",0
"4950","alcohol and drug kaupapa māori team","Male",2008,"85+",0
"4951","alcohol and drug kaupapa māori team","Female",2008,"0–4",0
"4952","alcohol and drug kaupapa māori team","Female",2008,"5–9",0
"4953","alcohol and drug kaupapa māori team","Female",2008,"10–14",30
"4954","alcohol and drug kaupapa māori team","Female",2008,"15–19",76
"4955","alcohol and drug kaupapa māori team","Female",2008,"20–24",64
